日期,评论,评分
2017-03-31,千年风霜的洗涤，沉淀着厚厚的历史；百年浮沉的沧桑，催生了今日的辉煌！共和一统的中华，闪灼着帝国重新崛起的荣光。,5
2017-03-29,故宫非常值得一去，票价也挺便宜的，可以和天安门城楼一起玩。故宫门口租个讲解器，对游览非常有帮助，当然最好去之前自己先做功课，才能更好领悟故宫博大精深。,5
2016-10-17,历史悠久，我很喜欢我们国家的文化，体会那种气势恢宏的伟大，现在故宫城墙之下，真心觉得自己很渺小，小到尘埃里去。尤其是看到那么多的外国人也来参观故宫，打心眼里觉得自豪与骄傲,5
2016-10-08,今天终于来到了紫禁城，用双脚丈量了故宫的角角落落，青砖红墙，各种汉白玉，体现了皇室的威严。对历史不了解可以租个讲解器，到各个宫殿都会自动讲解，很方便的,5
2016-10-02,宏伟壮观的紫禁城，只有亲自去了才有身临其境的感觉，再加上菊花展，把皇宫打扮的更漂亮了，还有建筑雕刻的精致，真是佩服古代人的做事认真,5
2016-08-06,故宫肯定是要去的，真的非常的大气。但真的很累，要走很多的路。此外，故宫是一场文化之旅，不应当把它当成是一种游玩儿。你要轻装上阵，准备一颗感受文化的心。,5
2016-07-14,我和妹妹一起去的旅游，自己做攻略所以玩的也很尽兴。买了票之后又租了一个导游器，然后跟着蹭蹭导游，加上之前自己也做了一些功课，这次旅游就变得物超所值了。,5
2016-03-02,故宫作为没有去过紫禁城的人是必到的。皇城威严壮阔绝非一般小国皇宫可比，雕梁画栋每一处都独具匠心。珍宝馆和钟表馆要单独收费，藏品经历了八国联军的掠夺倒是显得薄弱了，主要看建筑了，还有各种装饰。,5
2016-02-17,每隔几年去都有变化，新开放了很多宫殿，多了很多旅客休息的座椅，快餐价位也比较接近大众消费水平，必须实名制购票。,5
2015-10-28,故宫博物院九十周年纪念活动，书画展展出历史珍藏作品真迹，30年的幸运巧遇，一定要去看。我看到了冯承素摹本《兰亭序》和黄庭坚的诸上座帖，还有董其昌赵孟頫的精彩提拔，绝对精彩,5
2015-10-18,到了北京，故宫是非去不可的地方，就是要把时间选对。我是十月十六号去的，本以为过了十一人就会少，完全不是想的那样。不过还行，想看的总算都看到了，虽然费了好大劲。建议周一到周五去，那样人会少点。,4
2015-10-05,"一个人去的，真想呆在里面永远不出来，是个非常有灵魂的建筑物，一直非常喜欢古建筑，尤其是中国的历史文物，超赞,十分遗憾的是，没有个知道历史的朋友带着，希望国人爱护中国的灵魂",5
2019-02-19,下次再有机会去的话真的得买个讲解器，不买的话实在是只能拍拍照之类的了,5
2019-02-15,早早查好2月14日北京下雪，就定下来这天的故宫门票，下雪的故宫太美了,5
2019-02-14,"下雪了，心情不是很好，有些地方没有开放，没有了古时候的那种浓郁的气息，那种阶梯一看就是现代新打造的，很多人去故宫玩，要的是那种古韵，总体来说还是很好的，我并没有全部逛完
下了雪也没人打扫，唉",5
2019-02-14,正月初八，雪中漫步紫禁城，十三阿哥带我们游览，讲解的不错。推荐一下！,5
2019-02-03,携程定票方便，故宫博物馆太宏伟，好佩服古人的智慧,5
2019-01-31,太美了！迷住了！真是国家一个宝藏啊，我为故宫骄傲,5
2019-01-09,宣传和实际有出入，宣传1月6日开始紫禁城春节气氛，结果今天去了没有看到，咨询工作人员都不知道，真遗憾。既然没开始，为什么要宣传？,1
2018-12-30,"第三次去故宫了，还是没逛完，每次都陪不同的人去哈哈哈上几张图。
P3是延禧宫，当年在里面修了一个西洋城堡类型的建筑，没钱了就没修完，好像还经受过火灾。",5
2018-10-29,壮观！好想生活在古代. 以前看电视觉得很多都是虚构的 结果现实真的是也，并且自主讲解器超棒的把每个宫殿完美介绍！,5
2018-10-09,皇家宫殿建筑群，气势恢宏的感觉，中国历史上的骄傲，为中国自豪！紫禁城,5
2018-10-06,故宫博物院是世界上最壮观的，反应出中国人的聪明智慧，做为中国人很骄傲,5
2018-09-26,故宫的气势，建筑的精美以及其文化价值不用赘述，只有真正去过才能感受。,5
2018-06-26,中国現存最大皇家宫殿建筑群，非常值得一看，特别增加了珍宝馆十分抢眼。,5
2018-06-20,便宜，好玩，有趣，是一次值得体验的项目。里边其实特别大，建议想去的同学用一天的时间逛完，不过会比较累。景区进去的地方有讲解器买。,5
2018-06-01,世界排名的中国建筑，的确是宏伟壮观的，特别是太和殿前的广场，非常的霸气十足，这里可以看见大明王朝的盛世辉煌与康熙帝国的凯歌高奏。,5
2018-03-21,排队排了快1小时，各种安检，里面大多都是全是旅行团，可以在边上蹭着听听。总体来说游玩的乐趣性不是很大，但是你对建筑和历史感兴趣的话还是可以去看看的。,5
2018-03-03,不得不说暑假北京玩，来故宫玩就是来看人头的，北京的八月真的闷热无比，真的很难难受，而且说下雨就下，也没什么特别好玩的，不过故宫一辈子还是得来一次的！,5
2017-11-15,故宫博物院，在神秘的红色围墙内，一砖一瓦都是历史，一草一木都在诉说。,5
2017-10-10,值得去，毕竟是故宫啊，就是带着小孩不方便，8号人还好，不太多，有机会下次再去，只走了中轴线上的，两边还没有好好看看，只能等下次了,4
2017-08-10,第一次来北京，无论淡季旺季对于首都来讲都没有太大区别，故宫可谓雄伟壮丽，但是大家一定要注意一些黑导，主动跟你讲话，你千万别理他们,5
2017-05-14,北京故宫是一个明清二代皇帝的皇宫，是中国历史与中华民族的标志性建筑物，里面有很多珍贵的文物，虽然被日军破坏，被国民党带去了台湾，还是很值得去一下的。,5
2017-05-07,故宫真是我心目中最漂亮最最赞的宫殿了，每所宫殿每个建筑都有其自身独特的魅力之处。而且很多设计又兼具实用性和美观，把两者完美的结合到一起，真是巧夺天工,5
2017-02-16,最近安检力度加大了，人又特别多，带孩子去很不方便，里面多为古建筑和文物，所以具备一定的观赏能力再去会更好，而且进故宫是单向游玩。,4
2016-01-06,故宫很漂亮，好喜欢我们自己国家的宫廷建筑，走进故宫，感觉回到了古代，很震撼，但是太大，一天逛不完，等过年再去，我就要好好在逛逛了,5
2015-11-25,故宫如果很多次了，见面开始从天安门广场，只许单向进出，今年刚好开放了东西后宫，里边的珍宝馆值得一看，中国得国宝，值得一看，从神武门出来后，可以去对面的景山公园看看，爬上山顶可以看故宫全景的,5
2015-08-26,每年都要来一次，每次感觉都不一样，记住旺季一定要网上订票，要不这么热的天，买票的地方也没有林荫.太阳底下排队好久才能买上票，还没完就被晒脱水了.故宫是值得静下心，慢慢走，慢慢体会的地方..,5
2019-03-08,北京的天气太热了，人多，故宫所有的美景太多，没走完！期待下次再来！,5
2019-03-04,故宫么，到北京肯定要去一次的，不是旺季，但是金銮殿不能进去，很遗憾,4
2019-02-25,讲解很满意哦，导游阿哥讲解耐心，负责！带老爸去的故宫，老爸很满意！,5
2019-02-15,美景无处不在，奈何手机冻坏，照片没拍几张，还好导游讲的不赖[偷笑],5
2019-02-15,美景无处不在，奈何手机冻坏，照片没拍几张，还好导游讲的不赖[偷笑],5
2019-02-12,真好，要不是在携程提前购票，估计这次京城游，故宫游就得无功而返了！,5
2019-02-06,四处都是人人人人人人，上个厕所都要排20分钟队,5
2019-02-06,故宫过大年，看一下原来的新年风俗，不过要是再多点其他的展品就更好了,5
2019-01-30,带朋友一起去的，现在的故宫已经越来越人性化了，就是导游解说员有点贵,5
2019-01-29,故宫真的很大，不过我去的早，拍照很方便，去看了延禧宫，和想象的……,5
2019-01-28,很棒，有耐心，慢慢看不要急，选个好天气第一重要,5
2018-12-21,"果然很多珍宝，还是值得看的。
还有个家居馆，一进正午门左转就是，如果不是北京卫视《上新了故宫》，根本就不知道",5
2018-10-10,来这里感受皇宫的庄严，体验古代的生活，非常不错，钟表馆、钻石馆需要另行收费，那个展馆好像是十块钱，御花园没有想象中的那么大，不过很精致，也很幽静！,5
2018-10-07,故宫门票需要提前至少一天购买，不然到了可能当天的门票卖完了，去了两次故宫，都是十一国庆节，人挺多的，但也可以接受，携程买票价跟官网是一样的，很方便,5
2018-10-06,网上订票，很方便，想冬天去没多少人，没想到人还是很多。。。有点赶，有些景点没逛到，有机会还要去故宫走一边。,5
2018-04-06,美丽的故宫，高大的紫禁城，神秘，震撼，感慨于古代帝王的生活，珠宝馆里珠光宝气，故宫感觉好大，还有钟表馆，精致的古代钟表，展现了一个时代的历史文化。,5
2018-03-30,还不错哦！当日购买当日出游！如果珍宝另外两个宫可以免费开放就好了。,4
2017-12-20,"惊叹古人的建造技术 雕梁画栋 卯榫直之间的精益
喜欢这个 40的票价绝对良心
不过孤陋寡闻的我对于那些宫殿的记忆来源于各大宫廷剧
还是得好好补课 学习一下",5
2017-12-17,在携程预定了故宫的门票，因有事没有去，结果不给退钱，客服说有退改规则，超过时间就不能退。他那个退改规则也不放在显眼的地方，藏在里边，一般人看不见。真强盗，看来携程也不能相信了，陷阱太多。,1
2017-07-22,负责送门票的哥们儿，非常的热情！当今社会，如此负责的寥寥无几啊！赞故宫全景手绘图，也可以说是物超所值啦！作为一份纪念，珍藏了！,5
2017-05-23,文化遗产，世界瑰宝，北京必游之地！是历代皇室居住之地，建筑精美绝伦，规划整齐有序，功能齐备。体现了中国古代劳动人民的聪明智慧！,5
2017-05-14,还好吧，毕竟中国的地标，来北京肯定要到天安门，故宫，颐和园，长城，这是中国几千年的见证，只是建议不要人节假日来，否则只有看人了,4
2017-04-05,不太适合带较小的孩子，只是看看建筑物，全部下来也要3个小时，但是对于历史有兴趣的人来说，还是可以去看看的，毕竟是几百年的皇城呢,3
2017-03-10,值得花上半日一天悠閒的走走，建築物真的很雄偉，風景很怡人，作者悠閒看看路上行人聽聽大家高談闊論感覺也挺好的,5
2017-02-05,累死了，进去里面好大，都不知道那里是出口，就一直转阿转的，才发现出口在御花园假山那里，出来了从外面看，故宫好壮观，一代代的历史,3
2017-01-04,喜欢古代文物和古建筑的可以去看看，不过比较大。我老公比较喜欢，我的感觉就是一天逛完很累。我们是过节去的人好多，还有好多外国人。,5
2016-11-25,《故宫》有着500多年的沧桑历史，它经历了辉煌和衰败。见证了几代王朝的兴衰！走进了这里犹如看到了曾经在这里发生的那些故事！让这些故事又映入了眼帘！,5
2016-10-25,很值得去，大气磅礴，富丽堂皇，金灿灿的，去时天气很好，蓝天白云红墙金瓦绿树，里面的陈设均显示出当时的生活方式很讲究，很细腻，。,5
2016-08-31,的确非常雄伟壮丽的紫禁城，处处都彰显了皇家气派，作为中国人确实应该了解自己的历史。珍宝馆里很多历史的文物值得细细品味，租个讲解器可以更好的帮助了解,5
2016-04-22,故宫比想象中的大很多，不愧是明清时期的皇宫，纵横交错的路径，各式的院落，身在此地，仿佛千年的往事在周围演绎,5
2019-03-05,大家要去一定要早点啊，说的17点闭园，结果16点就赶着把大家“请出去”了。搞得我根本没看完故宫！好气哦！,4
2019-03-05,一天根本逛不完，不是时间不够 是体力不够 过大年的特展很丰富值得一看,5
2019-02-20,已第三次入故宫游玩，这次感觉进故宫购票更方便，故宫游玩更接地气了,5
2019-02-19,去的那天正值故宫下雪，看到了不一样的紫禁城，甚是妩媚，虽然有点冷,5
2019-02-04,"20年后再次去故宫，感觉变化很大。有好多的展览和过年活动。从早上10点玩到下午4点，感觉还没有尽兴。
下次可能要早点去，攻略应该做的更加详细一些。",5
2019-02-02,太大了，但有时候会封一边不让你走，我出了门票钱，居然还不能逛全部,5
2019-01-28,超级喜欢，不错的一次旅游就是时间有点紧张，要是时间来得及就完美了,5
2018-11-28,比同程爽快多了，同程提前几天预定成功，到出行第一天突然告知又不行，差点放鸽子，NND，立马改携程，果然好,5
2018-10-06,故宫博物院是世界上最雄伟壮观的皇家园林，里面有世界上最珍贵的宝藏,5
2018-09-13,购票方便，酒店出发前购票，坐地铁到故宫博物院，抵达午门后直接刷身份证进入故宫，特别方便，不要排队节省时间,5
2018-08-26,去年除夕去过一次，还恰巧对一位猝死工作人员做了心肺复苏，也不知后来怎样，宫殿很壮观，就是开放面积不太够。,4
2018-05-11,很方便，有条件一定要错峰游玩，这个时间游人不是很多，没到十二点，我们拿着身份证直接进了下午场的宫，因为父母年纪大了，走完全程有点累，故宫还是很值得去一趟的地方，没找个导游讲解有点遗憾。,5
2018-04-22,组织单位小伙伴们参观北京网红的故宫博物院，虽然北京一天都在下雨，但杨导很尽心提前很久就到了指定地点，一路上有说有笑，无线耳麦避免了和其他团队干扰，参观了特展和珍宝馆，大开眼界哦！好评！,5
2018-04-08,这次陪老妈一起，老人家看后也是感慨古人的设计和建造工艺，很是震撼,5
2018-03-01,这里很值得去，你会知道许多历史故事！你可以游览以前的御花园，看到皇上以及各妃嫔的寝宫，还可以买一些纪念品，这个地方很值得去！,5
2018-02-20,"人超多！是超多！！！
但是现在越来越好了。希望开放区域越来越大！",5
2017-12-28,非常值得游览，我其实对古文化没什么兴趣，但是走进故宫情不自禁的感概，太宏伟了。特意给女儿穿上格格装，在故宫随随便便拍拍都是文艺片，那感觉特别和谐。12月底来的，人也不多，非常好的景点。,5
2017-11-18,携程网买票后，故宫博物院入口直接刷身份证进门，非常方便，无需取票。故宫确实大气磅礴，不是第一次去了，但仍然满满的震撼！以后有机会还会去的！现在旅游买门票都在携程网，无需排队，省时省力！,5
2017-10-23,当然值得去了，来北京必须来故宫！故宫里外国人比中国人还多！故宫服务也很好，到处都有厕所！故宫服务人员态度都很好！以后会再来！,5
2017-10-08,故宫的气势恢宏只有亲临其境才能感受到！那种雄伟那种磅礴令人震撼！,5
2017-09-08,进到故宫就让人回顾各朝历史、人物，各种典故，很值得一游。建筑气势恢宏，很有历史感，但很多宫殿不能进入。建筑很宏伟的，也很让我们每一个中国人很自豪，能保留的这么完整老祖宗流传下来的东西。,4
2017-04-29,祖国的心脏，人真的多，多的都看不清地面了，我真心不知道为什么来，不知不觉的就溜达到这了………………，真心的感慨，这蓝天，这白云，这满眼的红和绿。,5
2017-04-21,气势恢宏，不到现场感觉不到那种气势，我对朋友们都说，看故宫一定要去现场看，尽管我们是从边门进去的但也能感受到当年的皇家威仪。,5
2017-03-27,来北京旅游的人都经常说，最想去的地方除了天安门，长城，就是故宫博物院了，故宫确实值得一去，独特的建筑风格就足以让人们赞叹不已，要记住提前订票哟。,5
2017-01-31,没什么可说的，必须的去啊，也值得去，封建社会皇帝老子住的的地方，真是普通人想不到的高大威猛有档次，布局错了我有志，啊太棒了！,5
2016-10-14,是值得去，和妈妈一起去的，但人太多了，这还是周五上午，真不知节假日的人有多少，安检排队的人很多，应该多设几个安检口，有效分流，使游客有好的体验。,5
2016-07-20,故宫超好玩不过注意了在门口商店买东西坑人买了东西可以抽奖抽了一等奖本来好高兴买了之后就是被骗了一定要注意不要贪小便宜我已经被骗了希望更多人能看到,5
2019-02-27,携程订票很方便，提前5分钟订票，到景区门口直接刷身份证就可以了,5
2019-02-26,感叹古代的建筑艺术，建筑气质宏伟，豪华壮丽。古代建筑艺术精华。,5
2019-02-25,来北京必到景点之一，一天时间紧张，有些地方还未走到，过阵再去.,5
2019-02-11,带爸妈去的，很不错，超值，还吃了烤鸭，很棒！！！！还会再去的！,5
2019-02-02,故宫博物院确实不错，挺喜欢的。很多景点没有开放，感觉皇宫挺好的,5
2019-01-28,价格是一样的，网上订票了，以后拿着身份证就可以直接进场很方便。,5
2019-01-21,冬天游故宫太冷了，没想到这么冷的天还那么多游客。其实我真的特别想看一看雪后的故宫，肯定会别有一番风味。,4
2019-01-14,购票不用取票，直接刷身份证即可，20元可租一位电子讲解器，不用押金，出门退还即可，不听讲解就失去色彩了,5
2018-11-27,北京历史古迹排行第一名的地方，必须一定绝对要游玩之地，用你一天的时间待里面吧，还不一定能逛完。你如果来北京旅游不来故宫，那你来旅个游？浪费钱。,5
2018-11-15,刚巧赶上北京的雾霾天气，有些阴冷ಥ_ಥ，逛了一天，各宫各殿涉足了大部分，还有好多地方正在修缮，可能是因为淡季的原因吧，以后天气好的还要再去一次,5
2018-08-17,故宫，也就是紫禁城。是明清两朝皇帝居住，办公的场所！现在开辟为故宫博物院，是世界上最大的国家博物馆之一。每天都有世界各地的人来参观，络绎不绝！,5
2018-06-28,北京故宫是明清两代的皇家宫殿，也称紫禁城，是目前世界最大的木结构古建筑，故宫始建于明代，是精华建筑的最佳体现，为世界五大宫之首，非常值得游览。,5
2018-05-26,体验了当年皇上朝政和寝宫的辉煌建筑，了解了当年皇宫中的奇闻逸事，来北京必须要去的地方，也非常有教育意义,5
2018-05-03,北京最具有代表性的旅游胜地，是北京乃至全国的文化符号之一。很有历史北京的庞然大物。故宫很大，基本得走上一整天，很多中华文化，在这里一一被呈现。,5
2018-05-01,很方便，51出游人很多排队过安检太多人我们几个从边上的公园横穿过（只用买公园门票）就可以进故宫！这次是2次来故宫，带孩子领略咱们祖国的宏伟建筑,5
2018-04-20,因为是提前订的门票所以不用排队买票还挺好的，建议提前一天买票，节约时间，故宫还挺大的 ， 先是去天安门城楼在去的故宫，一个上午都没把故宫逛完，来这真正感受到了历史的气息，就是走的挺累的。,5
2018-03-28,故宫每一位到北京的朋友都应该去看看，建筑雄伟历史文化丰富，明清两朝帝后办公和起居生活的地道，它验证了历史的变迁，时代的沧桑,5
2018-02-19,直接刷身份证就可入故宫，过年游玩的人特多。雄伟的建筑，看到很多精美的钟表珍宝，古人留下的遗迹值得一游。,5
2017-10-24,很震撼，去的时候是阴天加上十九大还不是周末所以人不算多，这样挺好的，不至于到哪看到的都是人，哈哈。故宫的宏伟壮阔给个大大的赞，大中国崛起ing,5
2017-10-04,故宫我觉得是最值得游玩参观的地方，我们还额外购买了珍宝馆10元的门票，因为九龙壁和一些珍品都在里面去。,5
2017-09-04,非常值得大家一游的景点，建议自由行的下载一个故宫APP每到一个景点点击进去看看，可以了解很多不过故宫20元一个的自动导游机器也是非常不错的，里面可以玩3小时左右。,5
2017-08-22,故宫很大，感觉玩一天都走不完，要细细看最好去两次，很值得一看，故宫让人震撼，无需多说，明清皇帝留给世界的瑰宝，建筑奇迹啊！,5
2017-08-19,来北京怎么不来故宫，虽然十一去的时候人很多，但能感受明清王朝历史的沉重和雍容，很是因为是中国人而自豪~,5
2017-02-01,行走在历史的长河中会有点恍如隔世的感觉，沉睡着的历史文物向世人诉说着中华民族的文化，作为国人必须去瞻仰，故宫很伟大也很壮观,5
2017-01-08,携程有活动优惠，相当于半票，不错。我们从天安门入，安检排队半小时，一月来故宫本以为人很少，但我大中国人口众多，还是不少人啊,4
2016-11-17,基本上到北京都是必去的了，不用导游，尽量避开大假期！花一个下午的时间把它走完，感受到了宫廷生活的单调乏味却又迷恋权力的矛盾,5
2016-10-22,先是被故宫的大气所震惊，一直以来都想到北京的故宫来看看，没有想到是如此庞大，可以用鬼斧神工来形容，随着历史的迁移大多数已经遭到破坏，都是后人修缮的，希望大家自动爱护故宫里面的每一物。,5
2016-09-11,时隔多年之后再次去故宫，带着儿子一起去的。先登了天安门城楼，再去的故宫。故宫不愧是博物馆，随处可见文物，处处长见识。儿子对里面的石刻尤其着迷。,5
2016-08-18,故宫保护的很好，进去记得租一个讲解器，可以一边逛一边听，里面的纪念品价格便宜，完全没有坐地起价，中国的一大标志物名不虚传！,5
2016-08-17,只可以看紫禁城的建筑群了，其他的室内都看不到了。不过也是够雄伟壮丽的了，600年前的建筑，我们的祖上有高人，考虑面面俱到？,5
2016-08-17,气势磅礴！让人感觉很壮观，也带孩子了解了古建筑和现代建筑的区别，就是人太多了，北京天气闷热，都没有阻挡我们的好奇心！哈哈！,5
2016-08-09,我去的时候人有点多，故宫博物院是来北京一定要来的看的，文化底蕴身后，喜欢历史的可以慢慢看。这时候天有些热，最好带把伞遮阳。,5
2016-07-28,故宫的历史就是明清两个朝代的历史，我们在故宫中游览真的可以学到很多，最好到携程网去找一个导游去可以了解到更多，还要安排合理的路线以便全部游览，,5
2016-07-25,虽然下大雨，但是依旧雷打不动，珍宝馆还是不错的，故宫还有些地方在装修。不过还是可以的，去过一次就够了，我是第二次去，上次有导游这次没有导游。。,5
2015-07-19,比想象中还震撼，气势宏大。建筑，文物，样样让我回味依旧。看了这么多文物古迹，故宫确实国家级的。有机会，一定再去看看。唯一不足，人特多了。故宫的文物建筑保护任重道还远，感谢他们的付出。,5
2015-06-24,租个讲解器每到一个地方听听讲解增加知识也开拓眼界的地方。感叹下中华文化的辉煌和悠久。御花园真的好，里面的有很多古树。去的时候还有个珍宝展看到很多以前皇室用的东西。,4
2015-05-06,个人感觉北京的故宫真的还是很值得一去的景点之一，气派非凡，不愧为紫禁城，皇权的集中地。故宫内的中线逛的游客比较多，御花园也是很有特色的景色，如果不是旅游高峰期去的话，拍照会比较轻松。,5
2019-02-25,故宫依旧那么美，远远的看着，像个沉睡的巨人！钟表馆、珍宝馆推荐要去，展品好震撼！感叹古人的巧夺天工！,5
2019-02-17,终于来到了娘娘们住的地方，体验了一把大臣上朝和妃嫔生活的场景,5
2019-02-09,相当不错，看到很多人，而且这么便宜的门票，全国都很难找到了。,5
2019-02-09,故宫最值得去一趟的旅行！有历史，有文化，,5
2019-02-04,大家预订之前请留意************************************************************************************************************************************预订之前请留意，大家慎订！,5
2019-02-04,庄严的皇宫，数不清的房间，美轮美奂的木建筑，残存的精美工艺品,5
2018-12-01,因为时间的问题，没有每个宫都转一遍，只在东六宫走了一遭，延禧宫外的花落超美，还要去一次，下回去西六宫,5
2018-11-09,34年后再次来到故宫，这两年围绕故宫的新闻不少，特别听说现任院长开放意识强，好奇心顿现。只是过去好多能进入的宫殿都只能在外面看了。感觉遗憾。,5
2018-10-28,太大了，脚丫都走累了，还是挺不错的，古风得感觉，很多东西看。,5
2018-09-28,非常值得一去的地方，去北京就必须去的地方，中国古建筑集大成者，明清两代皇家的居家及花园，体现了中国去代工匠的伟大建筑能力和非凡的超前的想像力,5
2018-09-04,努力均匀中速，推个车带着孩子，还是把故宫给完整游了一遍！早上9点进的故宫！很多人说一天游不完，但是我们玩的比较完整！几个大殿必看！气势恢宏！,5
2018-08-16,暑假人真的多，关键还热得不行，感觉就是随着人流在挪动，只能走马观花的看一下。如果仔细游玩的话，选择凉爽的天气来，慢慢看还是不错的，我会再来的,5
2018-07-16,到北京必游故宫 可惜去的时候下雨了 撑了一天的伞 雨又不够大 没能看见龙吐水 故宫的建筑和收藏都很值得实地欣赏,5
2018-06-03,因为对于故宫系列纪录片的极度喜爱 ，所以故宫博物院去多少次都不会腻（图是自己瞎拍的,5
2018-05-25,北京这个城市我去过两次，非常喜欢哪里的生活！故宮这次是特意为了带爸妈去看的！里面好大，值得去看！门票是在携程买的很方便直接刷身份证就可以进了,5
2018-04-10,进去真的就是看建筑物去的，里面没什么藏品，御花园小的可怜，也就里面两支开花的树好看点，古树挺多的。建议去的人，最好不要带包，这样进去很快速。,5
2018-04-03,来北京必须要到的就是故宫、。第一天周一闭馆 、第二天才进来、很雄伟壮观、就是气温骤降、）很冷.没有逛全.有点小遗憾 、也是很累的原因.  记得要带水、吃的、自拍杆、和雨伞.不然会多花些钱！,5
2018-03-18,文化，政治中心，，北京，，中国的首都，，一座古老文明的城市，，故宫，就位于这座美丽的城市，，故宫，，只有亲眼所见，才会感受到它的辉宏与雄伟。,5
2018-03-15,时间太赶了，不巧遇到了北京开两会，天安门广场附近全部交通管制，之前安排的路线就乱了，为了让妈妈能进去参观一下，下午三点半才进的故宫，最后一批进去，进去好多都关了，走马观花看了一下，一个小时出来的。我和爸爸都是第二次来，感觉还好，主要是让妈妈感受，还不错，满足了心愿算是。,5
2018-03-14,故宫御花园天一门外西侧，也有一块天然形成的奇特的石头。石头左边深色的花纹像一个着古装的男人，拱着手在作揖祈拜，右边有一点一点圆形的石星，形状如北斗七星一样排列。画面正好和《三国演义》中一个故事吻合，即诸葛亮为了延年祈寿，摆下七星阵拜北斗，所以这块石头又叫：诸葛亮拜北斗。,5
2018-02-20,导游安排的很好，避过了故宫人流高峰期，让我们游的很舒心，很棒,5
2018-02-19,挺方便的，就是冬天冻的跟似的，故宫景不错，下雪去应该景更好,5
2018-02-18,到了北京故宫是必须要去的，还是值得一看，携程订了票直接扫身份证就可以进了，还是很方便的。假日人太多，必须先订票，否则8万张的票也可能没有票。,5
2018-02-18,想起上次去故宫已是三十多年前了，最近突然有了想再去看看的想法。查看了天气预报，找个晴好无霾的初冬日子来到了故宫，运气不错那天天上还飘着白云。,5
2018-02-08,"毕竟曾是皇城,规模宏大,气势雄伟,再加上甄嬛传的三宫六院 的渲染,淡季人少,门票只有40,绝对性价比!珍宝馆门票10 块,值得去看,珍妃投井处也在珍宝馆一线。从神武门出去,还 有力气就爬上景山,俯瞰故宫全景",5
2017-11-19,以前去了就直接买票进去了，现在需要在网上买，还得排队取票，总之不枉此行，来北京，必须去的景点，离天安门也挺近的……啊……,5
2017-11-02,明清皇宫，大气磅礴，雄伟壮观，古时政要，皆集于此，皇室生活，可见一斑，保护文物，人人有责，值得一看，到此一游，提升见识。,5
2017-10-22,见证大清帝国时期的鼎盛，真的是气势辉煌。,5
2017-10-11,终于到了皇帝居住的地方啦，以前都是电视上看到的，亲眼看见的感觉就是不一样……国庆假期去的，因为故宫有限流，所以人还好，想看的基本都看到了……也算完成了一个梦想吧,5
2017-10-07,因为看了我在故宫修文物因此特别想看一看故宫的钟表馆。报了携程的故宫讲解翟大人的团 把故宫主体走了4个小时（不包括钟表馆）边走边听边把午饭解决了，翟大人语速快而且讲的满满4小时 总有时间不够用的感觉一晃就过去了 比走马观花或者语音器来的更好。龙椅去看了、3宫6院的也去瞧了 乌瓦门框 动物水罐 满足内心的好奇 也了解了历史。注意几点：1大门票是网上订的 因为是10.1故宫每天也限制客流2想要请讲解也得提前预约报名。3如果你从天安门广场过来安检查的严 排队时间长 进故宫还要安检一次的。4北京的天气最好带只润唇膏 5信号不咋行6钟表馆门口放置的免费讲解只有平时才有 不要在门口傻等瞭,4
2017-05-03,故宫的人真的很多，早上八点半开始售票，老人和学生都有优惠的。老人记得带好身份证，学生记得带好学生证。到故宫转一圈像是把历史走了一圈，可以听听导游讲的一些小故事。,5
2017-05-02,赞美的话就不说了，毕竟故宫是什么地方大家也都知道。可是我就想说一句话：能别来这么多人么？好家伙，乌泱乌泱的……哪里还有什么景色？全是人脑袋！,3
2017-03-06,大家一定要从东华门进，不要走天安门，绕路，还有安检！走错了两次了，也是深深谴责自己怎么那么糊涂！！！故宫现在四季人都多，周一闭馆，大家珍重！,5
2016-12-15,来北京一定要来的，看风景看建筑，更多的是了解历史和文化，踏上帝王曾经走过的道路，探密深宫曾经发生的故事，是不是很有趣呢？,5
2016-10-29,故宫应该是绝大多数中国人心目中必去的景点之最吧，所以我自己去过一趟后又带上父母去了一次，毕竟就算父母不说，心里肯定是向往的，所以抽出时间，也不差这点钱，一起出发啦！回来后父母都说没有想过能去，虽然累，但还是很满足，特别是当过兵的父亲，说做梦都没有想过能亲眼去看毛泽东的水晶棺，此生无憾。,5
2016-10-12,在故宫的网上售票网站订了门票直接刷身份证就进去了，租了语音讲解器非常好。感觉故宫的中轴线的几个大殿和西六宫保持了原貌，东六宫中都是一些展览。值得一提的是珍宝馆值得一去，里面有很多内容可以看，特别是大戏台特别棒。故宫的御花园不是很大，人很多，没有仔细看。总体来说故宫是非常值得一去的地方，租个讲解器听听故事再看看宫殿，大概需要6个小时左右的时间。,5
2016-10-10,虽然是国庆，持续还保持很好。久违的天晴让故宫倍感庄严宏大，足足走了5公里，休息的座椅也安排得当，唯一不足是很多地方没开放。希望下次再去能如愿,5
2016-10-05,"这次去北京其实最想去的就是故宫了，可惜连续去了两次（两个早上）都没买到门票，也怪自己没提前做好功课，不知道国庆的故宫是限流的，相信下次不会再这样了，一定要提前在网上把门票买好。
以下是在故宫外面随手拍的两张，也算是见证自己曾经来过吧，哈哈。",5
2016-10-05,故宫很大值得一游感受到皇家的神秘感只可惜时间太短没有逛完等有机会再来探索一番，故宫的建筑是古代劳动人民的智慧和世界遗产。,5
